method_key,method_name,split_id,initialization,device,random_seed,num_classes,num_test_samples,top1_accuracy,top5_accuracy,overall_accuracy,macro_precision,macro_recall,macro_f1,balanced_accuracy,test_loss,best_epoch,completed_epochs,training_time_seconds,inference_time_seconds,inference_images_per_second,peak_gpu_memory_mb,checkpoint_sha256
tta_on,Horizontal-flip TTA,inat500_seed9517,imagenet,cuda,9517,500,5000,0.6604,0.8432,0.6604,0.6675630531061646,0.6604000000000001,0.6524533756705236,0.6604000000000001,2.5050779708862305,45,50,3555.286316000005,15.932973099996161,313.81462634875123,9703.7216796875,4ab8c0d04edad7572fde622b2ffae26330bd2534078ae90f8103ee62c6de8b55
