run_id,variant,display_name,variant_order,seed,run_dir,split_id,num_classes,num_test_samples,top1_accuracy,top5_accuracy,macro_f1,macro_precision,macro_recall,balanced_accuracy,training_time_seconds,inference_time_seconds
sgd_svm/seed_9517,sgd_svm,SGD linear SVM,0,9517,D:/9517/COMP9517-NB_Class-project/outputs/runs/inat500_seed9517/ablation_inputs/hog_classifiers/sgd_svm,inat500_seed9517,500,5000,0.0298,0.0834,0.0234530089708346,0.0255606355910031,0.0298,0.0298,75.18292709999969,0.0460348999995403
random_forest/seed_9517,random_forest,Random Forest,1,9517,D:/9517/COMP9517-NB_Class-project/outputs/runs/inat500_seed9517/ablation_inputs/hog_classifiers/random_forest,inat500_seed9517,500,5000,0.0248,0.0672,0.0191840964657389,0.0182184276167018,0.0247999999999999,0.0247999999999999,1531.3217622999991,1.6595312999997986
