method_key,method_name,split_id,initialization,device,random_seed,num_classes,num_test_samples,top1_accuracy,top5_accuracy,overall_accuracy,macro_precision,macro_recall,macro_f1,balanced_accuracy,test_loss,best_epoch,completed_epochs,training_time_seconds,inference_time_seconds,inference_images_per_second,peak_gpu_memory_mb,checkpoint_sha256
mixup_02,MixUp alpha = 0.2,inat500_seed9517,imagenet,cuda,9517,500,5000,0.6522000042915345,0.8431999988555908,0.6522000042915345,0.6629130306655848,0.6522,0.6463767208826136,0.6522,2.4935664569854734,45,50,3307.1333138000045,14.19751019999967,352.174425625707,9703.7216796875,44f2cf39477fa9e9beca944c6b823311fa9a627ca5bc56ae31aca775be56ed9e
