method_key,method_name,split_id,initialization,device,random_seed,num_classes,num_test_samples,top1_accuracy,top5_accuracy,overall_accuracy,macro_precision,macro_recall,macro_f1,balanced_accuracy,test_loss,best_epoch,completed_epochs,training_time_seconds,inference_time_seconds,inference_images_per_second,peak_gpu_memory_mb,checkpoint_sha256
pretrained_reference,Strong augmentation,inat500_seed9517,imagenet,cuda,9517,500,5000,0.6454,0.8352000002861023,0.6454,0.6498131425763779,0.6454,0.6369020905428309,0.6454,2.5498013767242433,45,50,3555.286316000005,19.674987200000032,254.12977142877082,9703.7216796875,4ab8c0d04edad7572fde622b2ffae26330bd2534078ae90f8103ee62c6de8b55
