method_key,method_name,split_id,initialization,device,random_seed,num_classes,num_test_samples,top1_accuracy,top5_accuracy,overall_accuracy,macro_precision,macro_recall,macro_f1,balanced_accuracy,test_loss,best_epoch,completed_epochs,training_time_seconds,inference_time_seconds,inference_images_per_second,peak_gpu_memory_mb,checkpoint_sha256
class_scaling_classes_2500,ResNet18 class scaling: classes_2500,inat_classes_2500_seed9517,imagenet,cuda,9517,2500,5000,0.26940000143051146,0.4858000009536743,0.26940000143051146,0.2491666666666667,0.2694,0.24145373737373738,0.2694,4.707232732391358,33,41,2703.498776399996,16.498777100001462,303.05276383178466,9718.7568359375,6ec6614ab2e779227192b4c195b3bfc4069c401e2fa10aec64388a4c318a3b4f
