run_id,variant,display_name,variant_order,seed,run_dir,split_id,num_classes,num_test_samples,top1_accuracy,top5_accuracy,macro_f1,macro_precision,macro_recall,balanced_accuracy,training_time_seconds,inference_time_seconds
sgd_svm/seed_9517,sgd_svm,SGD linear SVM,0,9517,outputs/runs/inat500_seed9517/ablation_inputs/color_classifiers/sgd_svm,inat500_seed9517,500,5000,0.0188,0.0724,0.0144567572313366,0.0233303823187419,0.0188,0.0188,3.886897200000021,0.0248494000006758
linear_svc/seed_9517,linear_svc,LinearSVC,1,9517,outputs/runs/inat500_seed9517/ablation_inputs/color_classifiers/linear_svc,inat500_seed9517,500,5000,0.0306,0.1012,0.0183854746946228,0.0218770427156683,0.0306,0.0306,329.6594492000004,0.0551553000004787
