class_index,category_id,species_name,common_name,family,genus,precision,recall,f1,support,class_accuracy
184,3961,Anthus pratensis,Meadow Pipit,Motacillidae,Anthus,0.2727272727272727,0.3,0.2857142857142857,10,0.3
185,3990,Oenanthe familiaris,Familiar Chat,Muscicapidae,Oenanthe,0.14285714285714285,0.1,0.11764705882352941,10,0.1
186,4040,Poecile hudsonicus,Boreal Chickadee,Paridae,Poecile,0.0,0.0,0.0,10,0.0
187,4043,Poecile rufescens,Chestnut-backed Chickadee,Paridae,Poecile,0.0,0.0,0.0,10,0.0
188,4068,Setophaga cerulea,Cerulean Warbler,Parulidae,Setophaga,0.16666666666666666,0.2,0.18181818181818182,10,0.2
189,4070,Setophaga citrina,Hooded Warbler,Parulidae,Setophaga,0.7142857142857143,0.5,0.5882352941176471,10,0.5
190,4073,Setophaga dominica,Yellow-throated Warbler,Parulidae,Setophaga,0.5714285714285714,0.4,0.47058823529411764,10,0.4
191,4084,Setophaga ruticilla,American Redstart,Parulidae,Setophaga,0.5,0.2,0.2857142857142857,10,0.2
192,4089,Vermivora chrysoptera,Golden-winged Warbler,Parulidae,Vermivora,0.6666666666666666,0.2,0.3076923076923077,10,0.2
193,4099,Calamospiza melanocorys,Lark Bunting,Passerellidae,Calamospiza,0.25,0.1,0.14285714285714285,10,0.1
194,4100,Centronyx henslowii,Henslow's Sparrow,Passerellidae,Centronyx,0.125,0.1,0.1111111111111111,10,0.1
195,4118,Pipilo erythrophthalmus,Eastern Towhee,Passerellidae,Pipilo,0.0,0.0,0.0,10,0.0
196,4138,Eopsaltria australis,Eastern Yellow Robin,Petroicidae,Eopsaltria,0.7,0.7,0.7,10,0.7
197,4142,Petroica macrocephala,Tomtit,Petroicidae,Petroica,0.3333333333333333,0.2,0.25,10,0.2
198,4178,Regulus ignicapilla,Common Firecrest,Regulidae,Regulus,0.0,0.0,0.0,10,0.0
199,4189,Sitta pusilla,Brown-headed Nuthatch,Sittidae,Sitta,0.1,0.1,0.1,10,0.1
200,4203,Chamaea fasciata,Wrentit,Sylviidae,Chamaea,0.09523809523809523,0.2,0.12903225806451613,10,0.2
201,4228,Saltator coerulescens,Grayish Saltator,Thraupidae,Saltator,0.6,0.3,0.4,10,0.3
202,4245,Thraupis episcopus,Blue-gray Tanager,Thraupidae,Thraupis,1.0,0.3,0.46153846153846156,10,0.3
203,4293,Contopus cooperi,Olive-sided Flycatcher,Tyrannidae,Contopus,0.15151515151515152,0.5,0.23255813953488372,10,0.5
204,4295,Contopus sordidulus,Western Wood-Pewee,Tyrannidae,Contopus,0.1,0.1,0.1,10,0.1
205,4302,Empidonax hammondii,Hammond's Flycatcher,Tyrannidae,Empidonax,0.07865168539325842,0.7,0.1414141414141414,10,0.7
206,4308,Fluvicola nengeta,Masked Water-Tyrant,Tyrannidae,Fluvicola,1.0,0.3,0.46153846153846156,10,0.3
207,4313,Myiarchus cinerascens,Ash-throated Flycatcher,Tyrannidae,Myiarchus,0.1875,0.3,0.23076923076923078,10,0.3
208,4350,Zosterops japonicus,Warbling White-eye,Zosteropidae,Zosterops,0.16666666666666666,0.2,0.18181818181818182,10,0.2
209,4352,Zosterops palpebrosus,Indian White-eye,Zosteropidae,Zosterops,0.0,0.0,0.0,10,0.0
210,4372,Cochlearius cochlearius,Boat-billed Heron,Ardeidae,Cochlearius,0.6666666666666666,0.4,0.5,10,0.4
211,4386,Nycticorax nycticorax,Black-crowned Night Heron,Ardeidae,Nycticorax,0.0,0.0,0.0,10,0.0
