method_key,method_name,split_id,initialization,device,random_seed,num_classes,num_test_samples,top1_accuracy,top5_accuracy,overall_accuracy,macro_precision,macro_recall,macro_f1,balanced_accuracy,test_loss,best_epoch,completed_epochs,training_time_seconds,inference_time_seconds,inference_images_per_second,peak_gpu_memory_mb,checkpoint_sha256
basic_augmentation,Basic augmentation,inat500_seed9517,imagenet,cuda,9517,500,5000,0.6598000014305114,0.8364000002861023,0.6598000014305114,0.6649567691080849,0.6597999999999999,0.6518923264643279,0.6597999999999999,2.5960400421142578,49,50,3293.217974699992,14.116392200001428,354.19814986434665,9703.7216796875,f44ad72553fcfc9b0bfdbe1e679f36b855c8b3511c91ae6eccb469e3bd1c3212
