run_id,variant,display_name,variant_order,seed,run_dir,split_id,num_classes,num_test_samples,top1_accuracy,top5_accuracy,macro_f1,macro_precision,macro_recall,balanced_accuracy,training_time_seconds,inference_time_seconds
smoothing_0/seed_9517,smoothing_0,Label smoothing = 0,0,9517,smoothing_0/seed_9517,inat500_seed9517,500,5000,0.6414000036239624,0.8422000031471253,0.6343944775855007,0.6490056983865807,0.6414,0.6414,3293.06684520001,14.344353899999987
smoothing_01/seed_9517,smoothing_01,Label smoothing = 0.1,1,9517,smoothing_01/seed_9517,inat500_seed9517,500,5000,0.6454,0.8352000002861023,0.6369020905428309,0.6498131425763779,0.6454,0.6454,3555.286316000005,19.674987200000032
