variant,display_name,variant_order,top1_accuracy_mean,top1_accuracy_std,top5_accuracy_mean,top5_accuracy_std,macro_f1_mean,macro_f1_std,macro_precision_mean,macro_precision_std,macro_recall_mean,macro_recall_std,balanced_accuracy_mean,balanced_accuracy_std,training_time_seconds_mean,training_time_seconds_std,inference_time_seconds_mean,inference_time_seconds_std,n_runs
smoothing_0,Label smoothing = 0,0,0.641400003624,0.0,0.842200003147,0.0,0.634394477586,0.0,0.649005698387,0.0,0.6414,0.0,0.6414,0.0,3293.06684520001,0.0,14.3443539,0.0,1
smoothing_01,Label smoothing = 0.1,1,0.6454,0.0,0.835200000286,0.0,0.636902090543,0.0,0.649813142576,0.0,0.6454,0.0,0.6454,0.0,3555.286316000005,0.0,19.6749872,0.0,1
