run_id,variant,display_name,variant_order,seed,run_dir,split_id,num_classes,num_test_samples,top1_accuracy,top5_accuracy,macro_f1,macro_precision,macro_recall,balanced_accuracy,training_time_seconds,inference_time_seconds
basic/seed_9517,basic,Basic augmentation,0,9517,basic/seed_9517,inat500_seed9517,500,5000,0.6598,0.8362,0.6518923264643279,0.6649567691080849,0.6597999999999999,0.6597999999999999,3293.217974699992,14.647821800004747
strong/seed_9517,strong,Strong augmentation,1,9517,strong/seed_9517,inat500_seed9517,500,5000,0.6456,0.8352,0.6371178838723083,0.6500633951016304,0.6456,0.6456,3555.286316000005,14.41484820000187
