epoch,head_lr,backbone_lr,train_loss,train_top1_accuracy,train_seconds,val_loss,val_top1_accuracy,val_top5_accuracy,val_macro_f1,val_seconds,train_images_per_second,val_images_per_second,peak_gpu_memory_mb
31,0.0007040731755688021,,4.397103964233398,0.19425,25.293002599999454,4.689698533630371,0.1679999987602234,0.35100000157356265,0.150507767439999,2.654670799998712,790.7325324831315,1883.4727078033275,3336.91943359375
32,0.0006455566928421689,,4.3896017860412595,0.2013,25.436850300000515,4.6522473594665525,0.1686000010251999,0.3633999973297119,0.1533425662835395,2.6780861999995977,786.2608681547179,1867.0048783346672,3336.91943359375
33,0.0005884785013505778,,4.360187523651123,0.20295,25.679524299999684,4.675772370910645,0.17360000002384185,0.3568000011444092,0.1494673730716267,2.7332086999995227,778.8306265470909,1829.3517066592365,3336.91943359375
34,0.0005330638626393015,,4.339084871673584,0.2074,25.54509060000055,4.6142189498901365,0.17459999942779542,0.3706000023841858,0.15901997937885914,2.6745618999993894,782.9293038404636,1869.4650514542743,3336.91943359375
35,0.00047953147297079285,,4.323364859771728,0.20945,25.775297499998487,4.617686288452148,0.1753999994277954,0.37339999961853026,0.15660801558562462,2.643815100000211,775.9367277914513,1891.2063858019426,3336.91943359375
36,0.0004280926002304515,,4.3068300827026365,0.214,26.06036959999983,4.594294944763184,0.17960000026226045,0.3777999987602234,0.16228687704441885,2.6455253999993147,767.4488239031011,1889.9837438723118,3336.91943359375
37,0.00037895025014879694,,4.301169802093506,0.2138,25.597320999999283,4.5990124031066895,0.1801999995946884,0.3765999988555908,0.15881773201046537,2.6256757999999536,781.3317651484138,1904.2716545584524,3336.91943359375
38,0.000332298365130598,,4.278366648864746,0.2181,25.382758400000967,4.5680713439941405,0.18879999747276305,0.3836000023841858,0.16673998551183236,2.587510299999849,787.9364285324971,1932.3594576610155,3336.91943359375
39,0.00028832105885280264,,4.265298770904541,0.22315,25.526853200000915,4.555084462738037,0.189999999833107,0.39079999876022337,0.17271737361458794,2.618008200000986,783.4886596989277,1909.8488690746335,3336.91943359375
40,0.00024719188965196864,,4.255021032714843,0.22455,25.41857699999855,4.543708103179932,0.19499999966621398,0.39019999833106994,0.17521769577869042,2.7441144000003987,786.8261075354903,1822.0814700725573,3336.91943359375
41,0.00020907317556880203,,4.243631279754639,0.2279,25.388828600000124,4.558411521911621,0.19120000076293944,0.38920000128746035,0.17277825609819084,2.635617899999488,787.7480412782771,1897.0883450142644,3336.91943359375
42,0.0001741153537530052,,4.234031702423096,0.2313,25.391715699999622,4.533737635040283,0.1944000020980835,0.39859999756813047,0.17565974738975784,2.577769099998477,787.658472404852,1939.661702051962,3336.91943359375
43,0.000142456386756575,,4.226178465270996,0.232,25.32140410000102,4.52235625076294,0.20059999737739562,0.399799999332428,0.17881372093243902,2.5489887000003364,789.8456152358153,1961.5622462348854,3336.91943359375
44,0.0001142212180586408,,4.215532421875,0.23265,25.353985399999146,4.517797993469238,0.2015999988079071,0.3960000011920929,0.18099983577213713,2.6231387999996514,788.8306191105038,1906.113393618616,3336.91943359375
45,8.952127897063113e-05,,4.208110822296143,0.23655,25.269715299999007,4.512328368377686,0.19800000066757203,0.39979999866485594,0.17833122631539056,2.6451108000001113,791.4612318564897,1890.2799837344392,3336.91943359375
46,6.845404886779798e-05,,4.20723140258789,0.22895,25.35332649999873,4.514537190246582,0.19559999957084656,0.4013999979019165,0.1757193348720869,2.6659937999993417,788.8511197929392,1875.4732287829156,3336.91943359375
47,5.110267048265533e-05,,4.202456547546387,0.2363,25.470562600001358,4.50782587890625,0.1996000024318695,0.4038000021934509,0.1774236487187273,2.726646199998868,785.2201898358906,1833.7545956648414,3336.91943359375
48,3.753562177859816e-05,,4.199198952484131,0.2363,25.142031100000167,4.504561201477051,0.20100000023841857,0.4030000018596649,0.1805608789864673,2.565850100001626,795.480680158727,1948.6719040979174,3336.91943359375
49,2.780644569866701e-05,,4.1908876388549805,0.23665,25.353682400000253,4.502149658966064,0.20040000133514405,0.4018000007629395,0.18018541995018392,2.643625800001246,788.840046367379,1891.3418079055075,3336.91943359375
50,2.1953538856011157e-05,,4.18517843170166,0.2355,25.230765399999655,4.5037851341247555,0.20019999990463258,0.404399999332428,0.1795431437225112,2.567353099999309,792.6830471817661,1947.5310973006967,3336.91943359375
