method_key,method_name,split_id,initialization,device,random_seed,num_classes,num_test_samples,top1_accuracy,top5_accuracy,overall_accuracy,macro_precision,macro_recall,macro_f1,balanced_accuracy,test_loss,best_epoch,training_time_seconds,feature_extraction_time_seconds,vocabulary_time_seconds,inference_time_seconds,inference_images_per_second,recorded_total_run_seconds,timing_note
simple_cnn,SimpleCNN from scratch (50-epoch convergence run),inat500_seed9517,random,cuda,9517,500,5000,0.1876,0.4004,0.1876,0.17362814218659472,0.18760000000000002,0.16695014277014444,0.18760000000000002,4.539336364746093,44,1296.414324700003,,,12.436953500000527,402.02771522783195,,Training time sums the recorded training phase of every epoch; validation and final evaluation are reported separately.
