method_key,method_name,split_id,initialization,device,random_seed,num_classes,num_test_samples,top1_accuracy,top5_accuracy,overall_accuracy,macro_precision,macro_recall,macro_f1,balanced_accuracy,test_loss,best_epoch,completed_epochs,training_time_seconds,inference_time_seconds,inference_images_per_second,peak_gpu_memory_mb,checkpoint_sha256
class_scaling_control_500x8,ResNet18 class scaling: control_500x8,inat_control_500x8_seed9517,imagenet,cuda,9517,500,5000,0.38899999899864196,0.6266000038146973,0.38899999899864196,0.4117002660838138,0.389,0.37878344541819003,0.389,3.776557389831543,20,28,460.8591949000038,25.79827180000575,193.81143197347373,9480.36865234375,5d09ff93b7804d72a7de0eb69e8c54cf214bf168d2666862639b8057911ab52b
