method_key,method_name,split_id,initialization,device,random_seed,num_classes,num_test_samples,top1_accuracy,top5_accuracy,overall_accuracy,macro_precision,macro_recall,macro_f1,balanced_accuracy,test_loss,best_epoch,completed_epochs,training_time_seconds,inference_time_seconds,inference_images_per_second,peak_gpu_memory_mb,checkpoint_sha256
scratch,Scratch,inat500_seed9517,random,cuda,9517,500,5000,0.26599999871253965,0.5099999946594238,0.26599999871253965,0.2513271166752214,0.266,0.24673289077366842,0.266,3.9809851936340332,47,50,3289.004050199992,12.57163860000037,397.7206280810405,9703.7216796875,4c4503326250b6e66e14b75801df89ab58b2bf19c53a55dbf37598b6131a26db
