epoch,train_loss,train_top1_accuracy,train_seconds,train_images_per_second,val_loss,val_top1_accuracy,val_top5_accuracy,val_macro_f1,val_seconds,val_images_per_second,head_lr,peak_gpu_memory_mb
1,6.109888233184814,0.00785,89.93898620000073,222.37297578077258,5.974869990539551,0.011199999998509885,0.056400000149011614,0.002330731874733718,20.986641499999678,238.2467914172964,0.0003,9703.7216796875
2,5.796551212310791,0.0173,65.20475149999947,306.72611335694086,5.6959165031433105,0.025400000074505807,0.08879999979138374,0.0100398331262905,12.390724400000181,403.52765815692965,0.0002997069691715983,6332.458984375
3,5.624720404052734,0.0277,65.61203249999926,304.8221376163012,5.551193316650391,0.02780000006854534,0.11919999941587447,0.014994565136650335,12.375182499999937,404.0344455526232,0.00029882903314519993,6332.458984375
4,5.492963878631592,0.03735,65.32791650000036,306.14783191501124,5.4624913223266605,0.038799999725818636,0.14020000051259995,0.024625407911048502,12.288272399999187,406.892021697072,0.0002973696567332102,6332.458984375
5,5.378703844451905,0.04675,65.5218244000007,305.2418058127177,5.4325689056396484,0.04960000029802322,0.1553999995470047,0.031567707005352705,12.39747239999997,403.30801623724625,0.00029533459942760165,6332.458984375
6,5.261326446533203,0.06055,65.37206370000058,305.9410835151564,5.28853550415039,0.052999999618530275,0.1778000006198883,0.033623278193129796,12.455773400000908,401.4202763193842,0.00029273189266983027,6332.458984375
7,5.17364879989624,0.0702,65.28957629999968,306.32761205405615,5.141152625274658,0.07540000044107437,0.2202000017642975,0.0544201872564761,12.286274199999752,406.95819730281625,0.0002895718081544053,6332.458984375
8,5.061576586151123,0.08165,65.16483909999988,306.9139780934415,5.123870975494385,0.07659999935626984,0.22359999933242797,0.05327882413615019,12.390063999999256,403.5491664934338,0.0002858668172912039,6332.458984375
9,4.98656782836914,0.0924,65.23908669999946,306.5646840209393,5.076358261871338,0.08199999959468841,0.24100000133514404,0.057768186397086696,12.286217099999703,406.96008863461486,0.00028163154198651373,6332.458984375
10,4.891729151916504,0.10725,65.3638417000002,305.97956729339455,5.047420845794678,0.09099999976158142,0.24139999837875367,0.06939347695739707,12.42724730000009,402.34171569113005,0.00027688269693704925,6332.458984375
11,4.810127407073975,0.119,65.10975150000013,307.1736497105193,5.017593850708008,0.09459999976158143,0.24739999828338624,0.07523511243720014,12.332465199999206,405.43394357198935,0.0002716390236646797,6332.458984375
12,4.7301299850463865,0.1292,65.38559359999999,305.8777767217518,4.816470674133301,0.11620000007152557,0.3004000009536743,0.09450235611839071,12.369872699999178,404.2078783882984,0.00026592121655220473,6332.458984375
13,4.642120115661621,0.1446,65.07474679999905,307.3388831072685,4.8079918807983395,0.12339999990463257,0.3020000006198883,0.09347137687633468,12.278183399999762,407.22636542471724,0.00025975184117207965,6332.458984375
14,4.579735251617431,0.1536,65.58938699999999,304.92738101058944,4.7720687881469726,0.12659999973773955,0.3149999987602234,0.10749708526352306,12.292071599998962,406.76626061960314,0.00025315524523041033,6332.458984375
15,4.494994784545899,0.16655,65.54560500000116,305.1310610375729,4.726799816131591,0.13419999861717224,0.33239999718666075,0.1170501187885505,12.448536300000342,401.65364662188136,0.00024615746247768044,6332.458984375
16,4.410345722961425,0.1784,65.40005629999905,305.81013429495,4.7412980392456054,0.12660000057220458,0.3171999972343445,0.10002046778797008,12.406348399999843,403.0194734818235,0.00023878610996543232,6332.458984375
17,4.355095583343505,0.1932,65.37822359999882,305.9122579158049,4.601386409759521,0.15499999902248382,0.3559999990463257,0.13108985851443586,12.327612899998712,405.5935273568269,0.00023107027905438102,6332.458984375
18,4.295179537963867,0.20255,65.30105940000067,306.2737447717394,4.558321897125244,0.15599999878406526,0.36580000133514406,0.13304899248092478,12.385001799999372,403.7141116927616,0.00022304042060410475,6332.458984375
19,4.229173287200927,0.2174,65.11878140000044,307.13105451325083,4.491144595336914,0.17419999895095825,0.3886000015735626,0.15000038572461044,12.34830619999957,404.91383344544647,0.00021472822479741332,6332.458984375
20,4.170623609924316,0.2276,65.3185513999997,306.1917261073872,4.5339658798217775,0.17119999952316284,0.3765999985218048,0.15173233022257035,12.426232299998446,402.3745797831757,0.0002061664960736747,6332.458984375
21,4.112231809234619,0.23945,65.05245939999986,307.44417942790403,4.409148612976074,0.194799999833107,0.39780000052452086,0.16921909501634153,12.363141899999391,404.42793914710677,0.0001973890236646797,6332.458984375
22,4.063452066040039,0.244,65.15640600000006,306.9537015285954,4.4127677711486815,0.1810000011920929,0.39580000019073486,0.16062429981120116,12.403400799999872,403.11524884369226,0.00018843044824398092,6332.458984375
23,3.9895332649230957,0.26335,65.65237740000157,304.6348173828587,4.476158156585694,0.1731999995946884,0.3917999985218048,0.15720591305553153,12.252088699999149,408.09368283469473,0.00017932612521598013,6332.458984375
24,3.9431655624389648,0.272,65.24091899999985,306.55607411048345,4.320801583862305,0.2005999985694885,0.4200000023841858,0.1830799883353164,12.458340900000621,401.3375488866058,0.0001701119851842992,6332.458984375
25,3.889906827163696,0.2837,65.10870860000068,307.1785699647526,4.304044161987305,0.20219999856948853,0.42359999985694885,0.18166671702584428,12.476986000001489,400.73780639005315,0.00016082439215010306,6332.458984375
26,3.834154713439941,0.29435,65.44094930000028,305.61903844509044,4.279523923492432,0.20379999899864196,0.4365999975681305,0.18490768523240866,12.413818900000479,402.7769407849028,0.0001515,6332.458984375
27,3.7820033630371093,0.3053,65.30590110000048,306.25103800918004,4.249510614776612,0.21840000166893006,0.44280000286102295,0.19984017771101872,12.310856800000693,406.14557388074877,0.00014217560784989696,6332.458984375
28,3.73185987701416,0.31715,65.12095349999981,307.1208102012827,4.2222443962097165,0.2215999988079071,0.4571999978065491,0.20327786142988585,12.28774390000035,406.909522259807,0.00013288801481570084,6332.458984375
29,3.6889245544433593,0.32525,65.1465862999994,306.99996939057087,4.130389683151245,0.2403999993801117,0.4742000027656555,0.21923766954722398,12.416899899999407,402.67699991688255,0.00012367387478401991,6332.458984375
30,3.650186486053467,0.3345,65.15937470000063,306.9397165347538,4.141931055831909,0.23480000200271606,0.46219999561309816,0.21454146673677263,12.415689700001167,402.7162502297017,0.00011456955175601908,6332.458984375
31,3.613923546218872,0.3442,65.29504869999982,306.3019386338256,4.176687867736816,0.22639999794960022,0.4603999977111816,0.21073394996769573,12.392434800000046,403.4719633949562,0.00010561097633532038,6332.458984375
32,3.567301823425293,0.35085,65.06270919999952,307.3957455186964,4.1121885803222655,0.2345999993801117,0.46959999551773074,0.2157750104830456,12.244568199999776,408.3443301822674,9.683350392632539e-05,6332.458984375
33,3.5250379623413086,0.3685,65.10379079999984,307.20177357168654,4.072299694824219,0.24540000247955324,0.4888000025749207,0.22524745950421568,12.343227999999726,405.08042142623555,8.827177520258673e-05,6332.458984375
34,3.4741853050231932,0.3802,65.33751709999888,306.10284699662003,4.079841719436645,0.24719999718666077,0.4879999976158142,0.23093326967119857,12.295289199999388,406.65981244265885,7.995957939589527e-05,6332.458984375
35,3.4474945297241213,0.3852,65.13939519999985,307.033860824057,4.046768497848511,0.25580000224113464,0.48920000190734864,0.23790819089969778,12.364303700000164,404.3899374616569,7.192972094561898e-05,6332.458984375
36,3.413824356842041,0.39805,65.07554139999957,307.3351303689674,4.027157070159912,0.2567999992847443,0.4953999982833862,0.24232214583364442,12.36246360000041,404.45012917974003,6.421389003456776e-05,6332.458984375
37,3.3875562999725344,0.3987,65.14393050000035,307.01248522300773,4.00280470123291,0.2580000006198883,0.4950000018119812,0.24046461701891242,12.256600199998502,407.94346869539004,5.684253752231957e-05,6332.458984375
38,3.3688697071075437,0.4047,65.43145049999839,305.663405704272,4.007208654403686,0.2645999988555908,0.5028000003814698,0.24599505622045187,12.43383829999948,402.12844009723125,4.984475476958972e-05,6332.458984375
39,3.3367142814636233,0.4153,65.11019469999883,307.17155880353033,3.9901100006103514,0.26479999809265137,0.5004000040054322,0.24701110245716015,12.474429199999577,400.8199429277429,4.324815882792042e-05,6332.458984375
40,3.313064654541016,0.42225,65.4747281,305.46136777313325,3.9739019325256346,0.2687999974250794,0.5075999960899353,0.25357458919641784,12.315620399998807,405.98847947607123,3.707878344779531e-05,6332.458984375
41,3.2858760482788085,0.4279,65.34070539999993,306.0879107068841,3.9532200481414796,0.27320000019073487,0.5193999945640564,0.259261704630813,12.26680000000124,407.60426517098955,3.136097633532032e-05,6332.458984375
42,3.2665195190429688,0.4352,65.531783299999,305.1954180529725,3.953582219696045,0.27139999918937685,0.5118000018119812,0.25522940191803956,12.43448559999888,402.1075065622699,2.6117303062950797e-05,6332.458984375
43,3.2547901691436767,0.4371,65.06205899999986,307.39881748900757,3.9384995056152343,0.27659999985694883,0.5164000024795532,0.2607882219350395,12.393186699999205,403.44748457636973,2.136845801348626e-05,6332.458984375
