method_key,method_name,split_id,initialization,device,random_seed,num_classes,num_test_samples,top1_accuracy,top5_accuracy,overall_accuracy,macro_precision,macro_recall,macro_f1,balanced_accuracy,test_loss,best_epoch,training_time_seconds,feature_extraction_time_seconds,vocabulary_time_seconds,inference_time_seconds,inference_images_per_second,recorded_total_run_seconds,timing_note
resnet18_pretrained,ImageNet-pretrained ResNet18 (30-epoch convergence run),inat500_seed9517,imagenet,cuda,9517,500,5000,0.6608000036239624,0.8577999945640564,0.6608000036239624,0.6703885911302321,0.6607999999999999,0.6552310167991312,0.6607999999999999,2.3563503746032715,28,2166.9168618999993,,,15.477528400000665,323.04899534216236,2773.0364078000002,Training time sums the recorded training phase of every epoch; validation and final evaluation are reported separately.
