epoch,head_lr,backbone_lr,train_loss,train_top1_accuracy,train_seconds,val_loss,val_top1_accuracy,val_top5_accuracy,val_macro_f1,val_seconds,train_images_per_second,val_images_per_second,peak_gpu_memory_mb
16,0.0005050000000000002,5.500000000000002e-05,1.613513467025757,0.89775,68.93679550000161,2.345603937149048,0.6595999950408935,0.8566000045776367,0.6551263881845737,15.621007300000201,290.12082524200787,320.0817913963804,6332.458984375
17,0.0004532584106825117,5.029621915295561e-05,1.5726189960479737,0.90825,68.83128829999987,2.339405023574829,0.6659999991416932,0.8582000023841858,0.6606799843278104,16.06449590000011,290.56553340728385,311.24537185134864,6332.458984375
18,0.00040208371304520916,4.5643973913200835e-05,1.5438269172668457,0.9142,70.04016859999865,2.3412931816101072,0.6611999950408936,0.8610000045776367,0.656213433232918,16.28969750000033,285.55042627353674,306.94247084698156,6332.458984375
19,0.00035203658778440114,4.109423525312738e-05,1.5237755588531494,0.91925,70.14075970000158,2.3340752655029298,0.6629999957084656,0.8590000023841858,0.6584916456035443,15.644626100000096,285.1409093021208,319.5985617067556,6332.458984375
20,0.000303665361677479,3.6696851061589e-05,1.501162476348877,0.92605,68.56943870000032,2.326148182296753,0.6666000028610229,0.8603999966621398,0.6617022662634908,15.589097199999742,291.6751307751321,320.73698276767965,6332.458984375
21,0.0002575000000000002,3.250000000000002e-05,1.4811012338638305,0.93205,68.78533849999985,2.327888166046143,0.666200003528595,0.8633999958992005,0.6615017176968409,15.336205099998551,290.75963622683986,326.02589541531836,6332.458984375
22,0.0002140463001152259,2.8549663646838724e-05,1.46298959274292,0.93655,68.63829469999837,2.32921852684021,0.6649999978065491,0.8583999987602234,0.6600361335285838,15.65810590000001,291.3825305161679,319.3234246806312,6332.458984375
23,0.00017378034985236537,2.4889122713851404e-05,1.44630532207489,0.94155,68.62109509999937,2.3290090843200684,0.6638,0.8618000009536743,0.6586631689601834,15.511823900000309,291.4555643691583,322.3347578101309,6332.458984375
24,0.00013714331138868995,2.1558482853517274e-05,1.4269049131393432,0.9456,68.74314389999927,2.3239200881958006,0.6620000028610229,0.8596000009536743,0.657214870148,15.69231679999939,290.9381047380379,318.6272660516384,6332.458984375
25,0.00010453658778440111,1.8594235253127378e-05,1.427811107635498,0.94535,68.73109260000092,2.3227055393218996,0.667400003528595,0.8604000038146973,0.6622805409788409,15.714830699998856,290.98911778393193,318.1707837298154,6332.458984375
26,7.631742512670288e-05,1.6028856829700266e-05,1.4203296102523804,0.9471,68.51700189999974,2.3264197647094726,0.667399997806549,0.8603999958992005,0.6622541510289713,15.311173000000053,291.89835289626234,326.55891224009963,6332.458984375
27,5.279499846691254e-05,1.3890454406082961e-05,1.4072184307098388,0.9523,68.7483229999998,2.3275628231048584,0.6703999949455262,0.8600000023841858,0.665071548113224,15.755410900001152,290.91618714830406,317.3512916759051,6332.458984375
28,3.422702443389901e-05,1.2202456766718095e-05,1.406406488800049,0.94965,68.77323849999993,2.3234833213806154,0.6729999956130981,0.8611999958992005,0.6682697849800455,15.786649800000305,290.81079263120665,316.72331136400476,6332.458984375
29,2.0816937636766188e-05,1.0983357966978747e-05,1.3971418064117431,0.9525,68.77531350000027,2.3220226291656494,0.6730000049591064,0.8615999973297119,0.6685434079923411,15.580601699999534,290.80201866327985,320.9118682496164,6332.458984375
30,1.2711661792704668e-05,1.0246514708427699e-05,1.3933977436065674,0.9548,68.41081099999974,2.323814698791504,0.6727999962806702,0.8602000023841858,0.6677848396564375,15.504990100000214,292.3514530473857,322.47682634766284,6332.458984375
