run_id,variant,display_name,variant_order,seed,run_dir,split_id,num_classes,num_test_samples,top1_accuracy,top5_accuracy,macro_f1,macro_precision,macro_recall,balanced_accuracy,training_time_seconds,inference_time_seconds
mixup_off/seed_9517,mixup_off,MixUp off,0,9517,mixup_off/seed_9517,inat500_seed9517,500,5000,0.6454,0.8352000002861023,0.6369020905428309,0.6498131425763779,0.6454,0.6454,3555.286316000005,19.674987200000032
mixup_02/seed_9517,mixup_02,MixUp alpha = 0.2,1,9517,mixup_02/seed_9517,inat500_seed9517,500,5000,0.6522000042915345,0.8431999988555908,0.6463767208826136,0.6629130306655848,0.6522,0.6522,3307.1333138000045,14.19751019999967
